15,7.5,648.64,72.662,25,54.669,650.71,647.45,3.2535
15,7.5,648.64,72.662,30,54.133,650.71,647.45,3.2535
15,7.5,648.64,72.662,35,53.596,650.71,647.45,3.2535
15,7.5,648.64,73.301,20,54.566,650.71,647.45,3.2535
15,7.5,648.64,73.301,25,54.03,650.71,647.45,3.2535
15,7.5,648.64,73.301,30,53.494,650.71,647.45,3.2535
15,7.5,648.64,73.301,35,52.958,650.71,647.45,3.2535
15,7.5,648.64,73.94,20,53.927,650.71,647.45,3.2535
15,7.5,648.64,73.94,25,53.391,650.71,647.45,3.2535
15,7.5,648.64,73.94,35,52.319,650.71,647.45,3.2535
15,7.5,648.64,74.579,20,53.289,650.71,647.45,3.2535
15,7.5,648.64,74.579,25,52.752,650.71,647.45,3.2535
15,7.5,648.64,74.579,30,52.216,650.71,647.45,3.2535
15,7.5,648.64,74.579,35,51.68,650.71,647.45,3.2535
15,7.5,648.64,75.217,20,52.65,650.71,647.45,3.2535
15,7.5,648.64,75.217,25,52.113,650.71,647.45,3.2535
15,7.5,648.64,75.217,30,51.577,650.71,647.45,3.2535
15,7.5,648.64,75.217,35,51.041,650.71,647.45,3.2535
15,7.5,648.64,75.856,25,51.475,650.71,647.45,3.2535
15,7.5,648.64,75.856,30,50.938,650.71,647.45,3.2535
15,7.5,648.64,75.856,35,50.402,650.71,647.45,3.2535
15,7.5,648.64,76.495,20,51.372,650.71,647.45,3.2535
15,7.5,648.64,76.495,25,50.836,650.71,647.45,3.2535
15,7.5,648.64,76.495,30,50.3,650.71,647.45,3.2535
15,7.5,648.64,76.495,35,49.763,650.71,647.45,3.2535
15,7.5,677.93,72.662,20,57.472,680.16,676.76,3.4008
15,7.5,677.93,72.662,25,56.936,680.16,676.76,3.4008
15,7.5,677.93,72.662,35,55.863,680.16,676.76,3.4008
15,7.5,677.93,73.301,20,56.833,680.16,676.76,3.4008
15,7.5,677.93,73.301,25,56.297,680.16,676.76,3.4008
15,7.5,677.93,73.301,30,55.761,680.16,676.76,3.4008
15,7.5,677.93,73.301,35,55.224,680.16,676.76,3.4008
15,7.5,677.93,73.94,20,56.194,680.16,676.76,3.4008
15,7.5,677.93,73.94,25,55.658,680.16,676.76,3.4008
15,7.5,677.93,73.94,30,55.122,680.16,676.76,3.4008
15,7.5,677.93,73.94,35,54.585,680.16,676.76,3.4008
15,7.5,677.93,74.579,25,55.019,680.16,676.76,3.4008
15,7.5,677.93,74.579,30,54.483,680.16,676.76,3.4008
15,7.5,677.93,74.579,35,53.947,680.16,676.76,3.4008
15,7.5,677.93,75.217,20,54.916,680.16,676.76,3.4008
