15,7.5,648.64,72.662,20,55.205,650.71,647.45,3.2535
15,7.5,648.64,73.94,30,52.855,650.71,647.45,3.2535
15,7.5,648.64,75.856,20,52.011,650.71,647.45,3.2535
15,7.5,677.93,72.662,30,56.399,680.16,676.76,3.4008
15,7.5,677.93,74.579,20,55.555,680.16,676.76,3.4008
15,7.5,677.93,75.856,30,53.205,680.16,676.76,3.4008
15,7.5,707.23,73.301,20,59.1,709.61,706.06,3.548
15,7.5,707.23,74.579,30,56.75,709.61,706.06,3.548
15,7.5,707.23,76.495,20,55.906,709.61,706.06,3.548
15,7.5,736.52,73.301,30,60.294,739.06,735.36,3.6953
15,7.5,736.52,75.217,20,59.45,739.06,735.36,3.6953
15,7.5,736.52,76.495,30,57.1,739.06,735.36,3.6953
15,7.5,765.81,73.94,20,62.994,768.51,764.66,3.8425
15,7.5,765.81,75.217,30,60.644,768.51,764.66,3.8425
15,7.5,795.11,72.662,20,66.539,797.96,793.97,3.9898
15,7.5,795.11,73.94,30,64.189,797.96,793.97,3.9898
15,7.5,795.11,75.856,20,63.345,797.96,793.97,3.9898
15,7.5,824.4,72.662,30,67.733,827.41,823.27,4.137
15,7.5,824.4,74.579,20,66.889,827.41,823.27,4.137
15,7.5,824.4,75.856,30,64.539,827.41,823.27,4.137
15,12,648.64,73.301,20,56.065,650.41,647.16,3.2521
15,12,648.64,74.579,30,53.715,650.41,647.16,3.2521
15,12,648.64,76.495,20,52.871,650.41,647.16,3.2521
15,12,677.93,73.301,30,57.259,679.86,676.46,3.3993
15,12,677.93,75.217,20,56.415,679.86,676.46,3.3993
15,12,677.93,76.495,30,54.065,679.86,676.46,3.3993
15,12,707.23,73.94,20,59.96,709.31,705.77,3.5466
15,12,707.23,75.217,30,57.61,709.31,705.77,3.5466
15,12,736.52,72.662,20,63.504,738.76,735.07,3.6938
15,12,736.52,73.94,30,61.154,738.76,735.07,3.6938
15,12,736.52,75.856,20,60.31,738.76,735.07,3.6938
15,12,765.81,72.662,30,64.698,768.21,764.37,3.8411
15,12,765.81,74.579,20,63.854,768.21,764.37,3.8411
15,12,765.81,75.856,30,61.504,768.21,764.37,3.8411
15,12,795.11,73.301,20,67.399,797.66,793.67,3.9883
15,12,795.11,74.579,30,65.049,797.66,793.67,3.9883
15,12,795.11,76.495,20,64.205,797.66,793.67,3.9883
15,12,824.4,73.301,30,68.593,827.11,822.98,4.1356
15,12,824.4,75.217,20,67.749,827.11,822.98,4.1356
15,12,824.4,76.495,30,65.399,827.11,822.98,4.1356
15,16.5,648.64,73.94,20,56.925,650.12,646.87,3.2506
15,16.5,648.64,75.217,30,54.575,650.12,646.87,3.2506
15,16.5,677.93,72.662,20,60.469,679.57,676.17,3.3978
15,16.5,677.93,73.94,30,58.119,679.57,676.17,3.3978
15,16.5,677.93,75.856,20,57.275,679.57,676.17,3.3978
15,16.5,707.23,72.662,30,61.664,709.02,705.47,3.5451
15,16.5,707.23,74.579,20,60.82,709.02,705.47,3.5451
15,16.5,707.23,75.856,30,58.469,709.02,705.47,3.5451
15,16.5,736.52,73.301,20,64.364,738.47,734.78,3.6923
15,16.5,736.52,74.579,30,62.014,738.47,734.78,3.6923
15,16.5,736.52,76.495,20,61.17,738.47,734.78,3.6923
15,16.5,765.81,73.301,30,65.558,767.92,764.08,3.8396
15,16.5,765.81,75.217,20,64.714,767.92,764.08,3.8396
15,16.5,765.81,76.495,30,62.364,767.92,764.08,3.8396
15,16.5,795.11,73.94,20,68.259,797.37,793.38,3.9868
15,16.5,795.11,75.217,30,65.909,797.37,793.38,3.9868
15,16.5,824.4,72.662,20,71.803,826.82,822.69,4.1341
15,16.5,824.4,73.94,30,69.453,826.82,822.69,4.1341
15,16.5,824.4,75.856,20,68.609,826.82,822.69,4.1341
15,21,648.64,72.662,30,58.629,649.83,646.58,3.2491
15,21,648.64,74.579,20,57.785,649.83,646.58,3.2491
15,21,648.64,75.856,30,55.435,649.83,646.58,3.2491
15,21,677.93,73.301,20,61.329,679.28,675.88,3.3964
15,21,677.93,74.579,30,58.979,679.28,675.88,3.3964
15,21,677.93,76.495,20,58.135,679.28,675.88,3.3964
15,21,707.23,73.301,30,62.523,708.73,705.18,3.5436
15,21,707.23,75.217,20,61.679,708.73,705.18,3.5436
15,21,707.23,76.495,30,59.329,708.73,705.18,3.5436
15,21,736.52,73.94,20,65.224,738.18,734.48,3.6909
15,21,736.52,75.217,30,62.874,738.18,734.48,3.6909
15,21,765.81,72.662,20,68.768,767.63,763.79,3.8381
15,21,765.81,73.94,30,66.418,767.63,763.79,3.8381
15,21,765.81,75.856,20,65.574,767.63,763.79,3.8381
15,21,795.11,72.662,30,69.963,797.08,793.09,3.9854
15,21,795.11,74.579,20,69.119,797.08,793.09,3.9854
15,21,795.11,75.856,30,66.768,797.08,793.09,3.9854
15,21,824.4,73.301,20,72.663,826.53,822.39,4.1326
15,21,824.4,74.579,30,70.313,826.53,822.39,4.1326
15,21,824.4,76.495,20,69.469,826.53,822.39,4.1326
15,25.5,648.64,73.301,30,59.489,649.53,646.28,3.2477
15,25.5,648.64,75.217,20,58.645,649.53,646.28,3.2477
15,25.5,648.64,76.495,30,56.295,649.53,646.28,3.2477
15,25.5,677.93,73.94,20,62.189,678.98,675.59,3.3949
15,25.5,677.93,75.217,30,59.839,678.98,675.59,3.3949
15,25.5,707.23,72.662,20,65.733,708.43,704.89,3.5422
15,25.5,707.23,73.94,30,63.383,708.43,704.89,3.5422
15,25.5,707.23,75.856,20,62.539,708.43,704.89,3.5422
15,25.5,736.52,72.662,30,66.928,737.88,734.19,3.6894
15,25.5,736.52,74.579,20,66.084,737.88,734.19,3.6894
15,25.5,736.52,75.856,30,63.734,737.88,734.19,3.6894
15,25.5,765.81,73.301,20,69.628,767.33,763.5,3.8367
15,25.5,765.81,74.579,30,67.278,767.33,763.5,3.8367
15,25.5,765.81,76.495,20,66.434,767.33,763.5,3.8367
15,25.5,795.11,73.301,30,70.823,796.78,792.8,3.9839
15,25.5,795.11,75.217,20,69.978,796.78,792.8,3.9839
15,25.5,795.11,76.495,30,67.628,796.78,792.8,3.9839
15,25.5,824.4,73.94,20,73.523,826.23,822.1,4.1312
