643.86,3.2355,20,71.926,5.6543,607.97
643.86,3.2355,25,88.947,196.37,607.97
643.86,3.2355,30,105.97,387.09,607.97
643.86,3.2806,24.5,87.298,177.89,607.47
643.86,3.2806,29.5,104.32,368.61,607.47
643.86,3.3257,24,85.65,159.42,606.97
643.86,3.3257,29,102.67,350.13,606.97
643.86,3.3707,23.5,84.001,140.94,606.47
643.86,3.3707,28.5,101.02,331.66,606.47
643.86,3.4158,23,82.353,122.47,605.97
643.86,3.4158,28,99.373,313.18,605.97
643.86,3.4609,22.5,80.704,103.99,605.47
643.86,3.4609,27.5,97.725,294.71,605.47
643.86,3.5059,22,79.056,85.517,604.97
643.86,3.5059,27,96.076,276.23,604.97
643.86,3.551,21.5,77.408,67.042,604.47
643.86,3.551,26.5,94.428,257.76,604.47
643.86,3.5961,21,75.759,48.567,603.97
643.86,3.5961,26,92.779,239.28,603.97
643.86,3.6412,20.5,74.111,30.091,603.47
643.86,3.6412,25.5,91.131,220.81,603.47
643.86,3.6862,20,72.462,11.616,602.97
643.86,3.6862,25,89.482,202.33,602.97
643.86,3.6862,30,106.5,393.05,602.97
643.86,3.7313,24.5,87.834,183.86,602.47
643.86,3.7313,29.5,104.85,374.57,602.47
643.86,3.7764,24,86.186,165.38,601.97
643.86,3.7764,29,103.21,356.1,601.97
643.86,3.8215,23.5,84.537,146.91,601.47
643.86,3.8215,28.5,101.56,337.62,601.47
643.86,3.8665,23,82.889,128.43,600.97
643.86,3.8665,28,99.909,319.15,600.97
643.86,3.9116,22.5,81.24,109.95,600.47
643.86,3.9116,27.5,98.26,300.67,600.47
643.86,3.9567,22,79.592,91.479,599.97
643.86,3.9567,27,96.612,282.19,599.97
643.86,4.0018,21.5,77.943,73.004,599.47
643.86,4.0018,26.5,94.963,263.72,599.47
643.86,4.0468,21,76.295,54.528,598.97
643.86,4.0468,26,93.315,245.24,598.97
643.86,4.0919,20.5,74.646,36.053,598.47
643.86,4.0919,25.5,91.667,226.77,598.47
643.86,4.137,20,72.998,17.577,597.97
643.86,4.137,25,90.018,208.29,597.97
643.86,4.137,30,107.04,399.01,597.97
652.83,3.2355,24.5,87.245,177.3,616.94
652.83,3.2355,29.5,104.26,368.01,616.94
652.83,3.2806,24,85.596,158.82,616.44
652.83,3.2806,29,102.62,349.54,616.44
652.83,3.3257,23.5,83.948,140.35,615.94
652.83,3.3257,28.5,100.97,331.06,615.94
652.83,3.3707,23,82.299,121.87,615.44
652.83,3.3707,28,99.32,312.59,615.44
652.83,3.4158,22.5,80.651,103.4,614.94
652.83,3.4158,27.5,97.671,294.11,614.94
652.83,3.4609,22,79.002,84.921,614.44
652.83,3.4609,27,96.023,275.64,614.44
652.83,3.5059,21.5,77.354,66.446,613.94
652.83,3.5059,26.5,94.374,257.16,613.94
652.83,3.551,21,75.706,47.97,613.44
652.83,3.551,26,92.726,238.69,613.44
652.83,3.5961,20.5,74.057,29.495,612.94
652.83,3.5961,25.5,91.077,220.21,612.94
652.83,3.6412,20,72.409,11.02,612.44
652.83,3.6412,25,89.429,201.74,612.44
652.83,3.6412,30,106.45,392.45,612.44
652.83,3.6862,24.5,87.78,183.26,611.94
652.83,3.6862,29.5,104.8,373.98,611.94
652.83,3.7313,24,86.132,164.78,611.44
652.83,3.7313,29,103.15,355.5,611.44
652.83,3.7764,23.5,84.483,146.31,610.94
652.83,3.7764,28.5,101.5,337.02,610.94
652.83,3.8215,23,82.835,127.83,610.44
652.83,3.8215,28,99.855,318.55,610.44
652.83,3.8665,22.5,81.187,109.36,609.94
652.83,3.8665,27.5,98.207,300.07,609.94
652.83,3.9116,22,79.538,90.883,609.44
652.83,3.9116,27,96.558,281.6,609.44
652.83,3.9567,21.5,77.89,72.407,608.94
652.83,3.9567,26.5,94.91,263.12,608.94
652.83,4.0018,21,76.241,53.932,608.44
652.83,4.0018,26,93.261,244.65,608.44
652.83,4.0468,20.5,74.593,35.457,607.94
652.83,4.0468,25.5,91.613,226.17,607.94
652.83,4.0919,20,72.944,16.981,607.44
652.83,4.0919,25,89.965,207.7,607.44
652.83,4.0919,30,106.98,398.41,607.44
652.83,4.137,24.5,88.316,189.22,606.94
652.83,4.137,29.5,105.34,379.94,606.94
661.8,3.2355,24,85.543,158.23,625.91
661.8,3.2355,29,102.56,348.94,625.91
661.8,3.2806,23.5,83.894,139.75,625.41
661.8,3.2806,28.5,100.91,330.47,625.41
661.8,3.3257,23,82.246,121.28,624.91
661.8,3.3257,28,99.266,311.99,624.91
661.8,3.3707,22.5,80.597,102.8,624.41
661.8,3.3707,27.5,97.617,293.52,624.41
661.8,3.4158,22,78.949,84.325,623.91
661.8,3.4158,27,95.969,275.04,623.91
661.8,3.4609,21.5,77.3,65.85,623.41
661.8,3.4609,26.5,94.321,256.57,623.41
661.8,3.5059,21,75.652,47.374,622.91
661.8,3.5059,26,92.672,238.09,622.91
